GraphID;Nodes;Average connectivity;Connectivity variance;Connectivity Standard dev;Edges;Hamiltonian;cost (Iterations);cost (seconds);cost (iterations / nodes);path;Connectivity map
988;16;6.5;2.375;1.541103501;[[5,6],[2,8],[10,7],[6,0],[4,2],[3,14],[12,8],[4,5],[9,3],[15,1],[0,7],[5,2],[4,13],[2,7],[9,6],[11,0],[3,0],[15,3],[5,7],[9,11],[10,3],[11,5],[14,1],[12,11],[12,9],[2,0],[11,7],[9,0],[10,0],[14,8],[3,7],[4,8],[1,7],[13,3],[0,1],[15,13],[12,1],[6,13],[6,8],[10,6],[5,1],[2,1],[4,1],[11,8],[3,1],[9,2],[4,14],[6,2],[10,5],[13,8],[10,4],[12,0]];TRUE;1634;0.005;102.125;[0, 1, 5, 6, 8, 13, 15, 3, 14, 4, 2, 9, 12, 11, 7, 10, 0];{0:"9",1:"9",2:"8",3:"8",4:"7",5:"7",6:"7",7:"7",8:"7",9:"6",10:"6",11:"6",12:"5",13:"5",14:"4",15:"3"}
989;16;6.5;6;2.449489743;[[0,4],[3,7],[12,8],[2,0],[5,9],[0,11],[2,3],[1,7],[2,13],[10,5],[10,7],[1,6],[15,9],[14,1],[2,8],[3,6],[13,6],[0,6],[15,4],[5,6],[10,6],[0,1],[14,9],[3,1],[4,7],[10,11],[3,5],[5,4],[8,1],[0,7],[10,3],[5,1],[2,7],[2,4],[8,4],[13,0],[14,11],[1,9],[4,11],[1,4],[0,3],[0,15],[0,8],[2,12],[9,6],[8,7],[12,3],[2,1],[12,11],[0,5],[3,4],[2,9]];TRUE;424;0.001;26.5;[0, 1, 3, 2, 4, 15, 9, 14, 11, 12, 8, 7, 10, 5, 6, 13, 0];{0:"11",1:"10",2:"9",3:"9",4:"9",5:"7",6:"7",7:"7",8:"6",9:"6",10:"5",11:"5",12:"4",13:"3",14:"3",15:"3"}
990;16;6.5;0.5;0.707106781;[[5,7],[14,15],[8,4],[14,7],[15,0],[11,12],[10,12],[0,5],[2,5],[0,3],[1,7],[14,0],[11,6],[6,13],[8,0],[10,5],[2,15],[9,3],[3,13],[1,6],[11,1],[8,7],[4,1],[1,12],[0,10],[9,4],[15,13],[2,11],[9,11],[8,1],[3,1],[0,4],[9,12],[8,15],[3,5],[3,4],[4,5],[14,10],[9,5],[2,3],[2,1],[14,11],[4,6],[2,6],[10,7],[2,7],[9,13],[0,6],[13,7],[8,10],[6,12],[12,13]];TRUE;137;0;8.5625;[0, 5, 7, 1, 6, 11, 9, 13, 12, 10, 8, 4, 3, 2, 15, 14, 0];{0:"8",1:"8",2:"7",3:"7",4:"7",5:"7",6:"7",7:"7",8:"6",9:"6",10:"6",11:"6",12:"6",13:"6",14:"5",15:"5"}
991;16;6.5;2.375;1.541103501;[[6,4],[8,14],[12,4],[10,13],[3,11],[9,7],[13,0],[3,0],[1,3],[14,0],[1,10],[2,5],[3,10],[5,7],[2,9],[12,7],[6,5],[8,5],[4,13],[2,14],[4,5],[1,0],[6,11],[2,13],[12,11],[6,7],[12,3],[8,2],[1,14],[1,11],[2,0],[5,10],[4,9],[1,5],[8,7],[3,7],[6,15],[2,4],[3,9],[6,1],[15,7],[6,0],[10,0],[8,3],[5,9],[15,0],[12,2],[4,10],[9,0],[8,11],[11,13],[1,4]];TRUE;7206;0.021;450.375;[0, 3, 1, 5, 6, 15, 7, 8, 14, 2, 12, 11, 13, 10, 4, 9, 0];{0:"9",1:"8",2:"8",3:"8",4:"8",5:"8",6:"7",7:"7",8:"6",9:"6",10:"6",11:"6",12:"5",13:"5",14:"4",15:"3"}
992;16;6.5;4.75;2.179449472;[[5,12],[4,5],[7,14],[7,6],[1,2],[2,6],[1,7],[0,3],[0,14],[10,2],[1,10],[0,4],[5,8],[0,5],[8,6],[13,12],[3,13],[7,0],[15,5],[1,0],[3,11],[2,8],[3,2],[0,6],[1,9],[9,3],[5,6],[9,13],[4,6],[0,12],[4,2],[5,2],[0,2],[9,7],[1,12],[15,2],[15,4],[7,11],[13,4],[11,8],[10,8],[10,12],[9,10],[1,4],[0,11],[3,5],[1,6],[4,14],[1,3],[0,8],[1,11],[3,14]];TRUE;3938;0.011;246.125;[0, 1, 2, 5, 15, 4, 13, 12, 10, 9, 7, 14, 3, 11, 8, 6, 0];{0:"11",1:"10",2:"9",3:"8",4:"8",5:"8",6:"7",7:"6",8:"6",9:"5",10:"5",11:"5",12:"5",13:"4",14:"4",15:"3"}
993;16;6.5;1.375;1.17260394;[[6,0],[12,0],[9,7],[12,10],[0,14],[1,3],[4,10],[1,11],[3,2],[9,14],[3,12],[3,6],[1,0],[5,10],[4,12],[15,11],[9,0],[5,11],[7,14],[1,13],[2,10],[4,8],[13,7],[4,13],[6,13],[3,0],[3,10],[1,15],[15,2],[1,6],[9,11],[4,7],[5,13],[4,2],[1,7],[0,11],[12,5],[15,8],[5,7],[6,14],[7,8],[14,8],[9,2],[9,5],[6,2],[0,8],[3,8],[2,8],[2,11],[1,10],[4,6],[5,0]];TRUE;81;0;5.0625;[0, 1, 7, 4, 2, 3, 12, 10, 5, 13, 6, 14, 8, 15, 11, 9, 0];{0:"9",1:"8",2:"8",3:"7",4:"7",5:"7",6:"7",7:"7",8:"7",9:"6",10:"6",11:"6",12:"5",13:"5",14:"5",15:"4"}
994;16;6.5;3.125;1.767766953;[[3,12],[5,6],[3,9],[2,3],[1,14],[14,7],[4,11],[4,0],[3,10],[12,8],[0,10],[2,10],[0,6],[4,10],[0,5],[6,14],[2,7],[7,10],[11,15],[5,7],[14,8],[0,15],[0,8],[3,0],[1,0],[1,13],[12,13],[2,11],[3,13],[2,6],[2,13],[5,9],[2,4],[1,7],[12,15],[7,8],[1,8],[2,5],[0,13],[1,2],[11,0],[1,10],[8,9],[1,6],[4,9],[5,12],[11,9],[1,5],[4,6],[3,4],[3,7],[6,9]];TRUE;137;0.002;8.5625;[0, 1, 2, 3, 9, 5, 6, 14, 8, 7, 10, 4, 11, 15, 12, 13, 0];{0:"10",1:"9",2:"9",3:"8",4:"7",5:"7",6:"7",7:"7",8:"6",9:"6",10:"6",11:"5",12:"5",13:"5",14:"4",15:"3"}
995;16;6.5;1.125;1.060660172;[[13,5],[10,6],[13,0],[8,9],[4,5],[8,5],[7,2],[6,2],[15,11],[9,14],[9,12],[13,7],[9,0],[15,3],[8,1],[13,12],[9,1],[10,3],[4,10],[8,10],[13,2],[7,3],[0,1],[11,14],[5,11],[7,1],[2,14],[1,3],[0,12],[4,1],[14,3],[0,15],[10,2],[2,3],[8,0],[6,14],[8,7],[0,5],[5,1],[5,3],[11,12],[9,4],[6,1],[15,6],[4,2],[7,12],[4,6],[11,3],[10,12],[0,6],[11,2],[4,7]];TRUE;65;0;4.0625;[0, 1, 3, 2, 4, 5, 8, 9, 14, 11, 15, 6, 10, 12, 7, 13, 0];{0:"8",1:"8",2:"8",3:"8",4:"7",5:"7",6:"7",7:"7",8:"6",9:"6",10:"6",11:"6",12:"6",13:"5",14:"5",15:"4"}
996;16;6.5;2.5;1.58113883;[[8,14],[11,4],[3,10],[9,5],[2,7],[0,1],[1,4],[12,4],[5,6],[3,9],[15,6],[10,7],[4,2],[3,5],[11,10],[11,7],[0,4],[8,4],[13,2],[13,6],[3,2],[8,15],[11,6],[3,1],[8,0],[1,15],[8,2],[8,1],[9,2],[9,6],[4,14],[0,14],[0,10],[0,7],[5,2],[13,7],[9,14],[3,6],[1,10],[12,7],[5,7],[3,11],[12,9],[0,5],[12,1],[1,13],[10,2],[0,6],[12,2],[1,5],[3,14],[0,13]];TRUE;3326;0.009;207.875;[0, 1, 3, 2, 5, 7, 10, 11, 4, 12, 9, 14, 8, 15, 6, 13, 0];{0:"9",1:"9",2:"9",3:"8",4:"7",5:"7",6:"7",7:"7",8:"6",9:"6",10:"6",11:"5",12:"5",13:"5",14:"5",15:"3"}
997;16;6.5;3.125;1.767766953;[[0,7],[4,0],[11,2],[0,5],[6,10],[5,7],[6,15],[12,5],[4,14],[5,2],[0,14],[3,13],[11,13],[6,2],[5,3],[13,2],[4,12],[5,1],[4,10],[4,2],[8,7],[0,9],[3,6],[6,9],[0,11],[12,1],[7,9],[11,15],[8,13],[4,5],[13,1],[0,10],[3,15],[9,1],[14,9],[11,3],[0,6],[6,7],[0,1],[3,9],[8,1],[0,12],[14,2],[1,2],[7,2],[8,10],[3,10],[8,2],[8,12],[10,1],[4,1],[3,7]];TRUE;535;0.001;33.4375;[0, 1, 2, 6, 3, 15, 11, 13, 8, 12, 5, 7, 9, 14, 4, 10, 0];{0:"10",1:"9",2:"9",3:"8",4:"7",5:"7",6:"7",7:"7",8:"6",9:"6",10:"6",11:"5",12:"5",13:"5",14:"4",15:"3"}
998;16;6.5;4;2;[[3,4],[0,7],[0,2],[13,2],[3,11],[12,8],[10,0],[14,1],[6,7],[8,1],[5,7],[0,1],[11,4],[12,7],[14,15],[1,7],[13,9],[3,8],[12,0],[4,5],[2,7],[12,9],[4,1],[0,13],[8,13],[8,5],[5,9],[11,12],[10,3],[6,9],[3,6],[8,2],[1,2],[6,5],[3,2],[4,7],[11,2],[5,0],[10,14],[4,2],[11,9],[14,6],[4,9],[3,1],[10,5],[6,0],[5,2],[3,0],[13,1],[0,15],[10,1],[6,4]];TRUE;360;0.001;22.5;[0, 2, 1, 4, 5, 6, 7, 12, 8, 13, 9, 11, 3, 10, 14, 15, 0];{0:"10",1:"9",2:"9",3:"8",4:"8",5:"8",6:"7",7:"7",8:"6",9:"6",10:"5",11:"5",12:"5",13:"5",14:"4",15:"2"}
999;16;6.5;4.375;2.091650066;[[1,2],[4,12],[9,2],[4,2],[0,3],[2,5],[0,13],[0,6],[10,3],[4,7],[1,6],[11,13],[3,6],[1,3],[2,6],[4,15],[0,15],[10,7],[4,11],[9,1],[2,8],[0,10],[5,7],[0,12],[8,15],[0,9],[10,2],[4,3],[1,11],[6,8],[5,12],[3,5],[3,14],[7,13],[1,5],[2,12],[11,7],[0,1],[0,8],[5,8],[6,13],[1,12],[9,14],[9,7],[0,5],[3,15],[1,13],[14,8],[4,1],[2,11],[0,14],[10,1]];TRUE;3341;0.009;208.8125;[0, 1, 2, 5, 12, 4, 11, 13, 6, 3, 15, 8, 14, 9, 7, 10, 0];{0:"11",1:"11",2:"9",3:"8",4:"7",5:"7",6:"6",7:"6",8:"6",9:"5",10:"5",11:"5",12:"5",13:"5",14:"4",15:"4"}
1000;16;6.5;2.375;1.541103501;[[3,14],[15,7],[0,7],[10,4],[5,3],[5,7],[6,9],[0,4],[8,7],[2,9],[4,3],[4,9],[1,12],[10,3],[12,9],[8,5],[1,13],[1,7],[8,1],[1,3],[8,0],[11,9],[11,2],[0,14],[10,0],[2,14],[1,2],[8,2],[1,11],[5,6],[1,6],[14,9],[10,1],[13,2],[12,4],[15,5],[4,7],[15,6],[0,2],[2,5],[11,12],[13,7],[8,4],[10,6],[6,14],[0,13],[0,3],[13,5],[15,3],[0,12],[6,3],[0,11]];TRUE;2691;0.006;168.1875;[0, 2, 1, 3, 15, 5, 13, 7, 8, 4, 12, 11, 9, 14, 6, 10, 0];{0:"10",1:"9",2:"8",3:"8",4:"7",5:"7",6:"7",7:"7",8:"6",9:"6",10:"5",11:"5",12:"5",13:"5",14:"5",15:"4"}
1001;16;6.5;2.875;1.695582496;[[5,3],[8,11],[1,2],[7,15],[0,2],[14,0],[1,3],[4,0],[12,9],[0,12],[6,0],[14,7],[7,13],[5,8],[2,12],[1,10],[14,10],[5,1],[2,11],[7,12],[0,10],[11,12],[6,1],[6,2],[6,3],[12,3],[0,1],[4,2],[7,3],[13,15],[7,2],[0,9],[4,5],[4,9],[8,1],[13,9],[1,11],[6,11],[8,10],[4,8],[4,11],[1,9],[8,0],[5,6],[13,10],[5,10],[8,2],[9,3],[15,3],[4,3],[5,7],[6,9]];TRUE;9080;0.026;567.5;[0, 1, 3, 7, 15, 13, 9, 4, 2, 12, 11, 6, 5, 8, 10, 14, 0];{0:"9",1:"9",2:"8",3:"8",4:"7",5:"7",6:"7",7:"7",8:"7",9:"7",10:"6",11:"6",12:"6",13:"4",14:"3",15:"3"}
1002;16;6.5;2.75;1.658312395;[[2,15],[9,3],[4,7],[12,1],[12,0],[14,7],[3,0],[8,2],[5,6],[2,10],[4,6],[8,14],[10,0],[5,0],[4,11],[4,1],[10,1],[15,7],[8,3],[14,13],[9,1],[12,6],[0,1],[3,7],[5,13],[4,10],[9,0],[4,12],[5,11],[2,1],[5,1],[2,13],[6,7],[12,14],[2,3],[0,13],[3,11],[6,15],[8,11],[9,6],[0,6],[8,0],[10,3],[3,1],[8,1],[7,11],[4,9],[2,11],[5,10],[9,13],[5,7],[2,0]];TRUE;603;0.003;37.6875;[0, 1, 4, 7, 3, 8, 11, 5, 10, 2, 15, 6, 12, 14, 13, 9, 0];{0:"10",1:"9",2:"8",3:"8",4:"7",5:"7",6:"7",7:"7",8:"6",9:"6",10:"6",11:"6",12:"5",13:"5",14:"4",15:"3"}
1003;16;6.5;1.25;1.118033989;[[0,4],[15,14],[1,12],[9,14],[1,2],[2,11],[4,2],[13,11],[13,14],[9,6],[4,5],[8,2],[3,7],[1,6],[4,9],[12,7],[5,1],[8,12],[1,7],[3,9],[5,15],[0,13],[1,11],[6,7],[11,7],[0,9],[4,15],[3,11],[3,6],[3,10],[2,15],[10,12],[8,0],[1,10],[9,7],[0,6],[8,13],[2,10],[4,6],[8,5],[5,14],[0,10],[5,10],[3,2],[3,0],[2,12],[4,7],[0,1],[8,6],[5,13],[11,14],[0,12]];TRUE;3483;0.012;217.6875;[0, 1, 2, 4, 5, 15, 14, 9, 7, 11, 13, 8, 12, 10, 3, 6, 0];{0:"9",1:"8",2:"8",3:"7",4:"7",5:"7",6:"7",7:"7",8:"6",9:"6",10:"6",11:"6",12:"6",13:"5",14:"5",15:"4"}
1004;16;6.5;2.25;1.5;[[15,4],[13,1],[8,13],[3,0],[4,5],[2,5],[8,15],[6,4],[0,5],[6,12],[11,1],[4,1],[13,4],[0,1],[7,1],[6,0],[8,12],[7,5],[1,5],[2,9],[11,0],[3,4],[4,14],[6,7],[14,5],[10,6],[2,3],[11,5],[10,4],[15,9],[12,3],[12,0],[2,0],[8,5],[3,13],[6,13],[11,9],[6,1],[8,3],[7,2],[10,14],[14,1],[10,7],[11,2],[3,1],[2,12],[14,0],[8,9],[7,9],[10,2],[3,15],[9,0]];TRUE;1718;0.005;107.375;[0, 1, 4, 5, 2, 11, 9, 15, 8, 13, 3, 12, 6, 7, 10, 14, 0];{0:"9",1:"9",2:"8",3:"8",4:"8",5:"8",6:"7",7:"6",8:"6",9:"6",10:"5",11:"5",12:"5",13:"5",14:"5",15:"4"}
1005;16;6.5;3.25;1.802775638;[[14,7],[5,9],[10,4],[1,11],[8,14],[9,10],[0,10],[3,12],[9,12],[5,2],[5,1],[0,2],[12,13],[8,2],[2,11],[1,7],[0,3],[0,11],[6,0],[2,7],[1,10],[10,3],[15,4],[0,4],[10,13],[6,13],[6,7],[5,4],[5,8],[2,13],[3,11],[3,7],[8,4],[0,1],[6,4],[2,3],[1,3],[6,12],[1,14],[9,7],[9,1],[5,12],[5,0],[1,2],[8,13],[8,6],[9,3],[15,0],[14,11],[7,4],[2,4],[6,11]];TRUE;810;0.003;50.625;[0, 2, 1, 7, 6, 12, 3, 11, 14, 8, 13, 10, 9, 5, 4, 15, 0];{0:"9",1:"9",2:"9",3:"8",4:"8",5:"7",6:"7",7:"7",8:"6",9:"6",10:"6",11:"6",12:"5",13:"5",14:"4",15:"2"}
1006;16;6.5;3.375;1.837117307;[[4,15],[13,8],[9,5],[12,3],[0,1],[10,3],[0,14],[6,10],[8,5],[9,8],[11,1],[11,5],[3,14],[6,2],[12,9],[2,9],[6,5],[3,1],[0,7],[3,8],[10,9],[14,1],[12,7],[2,3],[4,7],[1,5],[6,11],[0,9],[8,1],[0,2],[2,5],[0,4],[10,5],[11,7],[0,6],[3,11],[0,15],[4,8],[3,7],[12,4],[13,4],[0,10],[6,4],[6,1],[0,5],[15,8],[13,1],[2,15],[14,7],[4,1],[2,7],[2,13]];TRUE;4575;0.012;285.9375;[0, 1, 3, 2, 15, 4, 13, 8, 5, 11, 6, 10, 9, 12, 7, 14, 0];{0:"10",1:"9",2:"8",3:"8",4:"8",5:"8",6:"7",7:"7",8:"7",9:"6",10:"5",11:"5",12:"4",13:"4",14:"4",15:"4"}
1007;16;6.5;4;2;[[12,0],[8,9],[12,5],[5,14],[6,10],[2,11],[3,11],[7,11],[3,10],[0,14],[2,0],[12,15],[4,13],[7,9],[6,12],[3,8],[1,9],[3,5],[3,1],[6,9],[0,10],[1,6],[4,15],[8,0],[13,0],[2,5],[1,13],[7,14],[1,2],[3,2],[7,0],[11,5],[8,14],[4,2],[13,2],[2,10],[9,10],[4,0],[6,8],[2,9],[0,11],[4,5],[7,1],[3,4],[6,5],[1,5],[1,12],[1,11],[3,0],[4,6],[7,8],[4,10]];TRUE;1814;0.005;113.375;[0, 2, 1, 6, 8, 9, 10, 3, 11, 7, 14, 5, 12, 15, 4, 13, 0];{0:"10",1:"9",2:"9",3:"8",4:"8",5:"8",6:"7",7:"6",8:"6",9:"6",10:"6",11:"6",12:"5",13:"4",14:"4",15:"2"}
1008;16;6.625;2.375;1.541103501;[[15,6],[7,13],[0,11],[0,4],[7,10],[1,9],[7,4],[0,15],[1,6],[13,10],[4,14],[9,10],[1,2],[0,2],[3,5],[10,14],[0,6],[1,0],[3,6],[7,3],[0,10],[11,9],[1,5],[1,3],[12,3],[4,6],[0,3],[12,14],[8,4],[2,10],[2,14],[15,9],[12,13],[2,5],[11,6],[0,14],[2,4],[11,5],[4,5],[7,9],[3,8],[2,15],[11,2],[13,5],[8,6],[7,0],[8,13],[3,9],[1,4],[12,5],[8,5],[1,12],[0,8]];TRUE;626;0.002;39.125;[0, 4, 5, 3, 9, 1, 12, 14, 10, 7, 13, 8, 6, 15, 2, 11, 0];{0:"11",1:"8",2:"8",3:"8",4:"8",5:"8",6:"7",7:"6",8:"6",9:"6",10:"6",11:"5",12:"5",13:"5",14:"5",15:"4"}
1009;16;6.625;2.125;1.457737974;[[10,12],[6,7],[0,3],[6,2],[0,9],[6,4],[3,10],[2,8],[7,13],[1,2],[14,10],[2,4],[1,10],[0,12],[0,5],[2,7],[15,5],[15,11],[1,11],[8,3],[0,11],[7,4],[1,4],[9,13],[9,3],[9,5],[6,3],[3,5],[14,5],[7,12],[5,12],[8,9],[0,1],[15,4],[2,10],[6,8],[8,5],[2,14],[0,6],[7,8],[3,4],[13,10],[1,7],[6,9],[8,11],[3,11],[2,13],[1,12],[11,12],[1,5],[10,4],[0,13],[9,4]];TRUE;625;0.002;39.0625;[0, 3, 4, 2, 8, 7, 12, 1, 11, 15, 5, 14, 10, 13, 9, 6, 0];{0:"8",1:"8",2:"8",3:"8",4:"8",5:"8",6:"7",7:"7",8:"7",9:"7",10:"7",11:"6",12:"6",13:"5",14:"3",15:"3"}
1010;16;6.625;1.0625;1.030776406;[[4,6],[7,0],[7,10],[14,0],[5,11],[5,12],[1,10],[3,2],[4,9],[0,10],[13,8],[6,11],[3,11],[11,12],[13,7],[14,8],[7,8],[3,12],[12,2],[4,7],[4,1],[5,9],[6,7],[15,10],[0,11],[15,0],[9,2],[1,8],[1,11],[4,14],[8,12],[1,5],[10,8],[13,0],[6,2],[3,14],[3,13],[3,1],[4,13],[0,2],[15,2],[3,9],[1,2],[14,9],[4,0],[15,7],[6,12],[1,6],[10,9],[5,6],[5,8],[5,2],[0,9]];TRUE;718;0.002;44.875;[0, 2, 1, 8, 7, 6, 5, 12, 11, 3, 13, 4, 14, 9, 10, 15, 0];{0:"9",1:"8",2:"8",3:"7",4:"7",5:"7",6:"7",7:"7",8:"7",9:"7",10:"6",11:"6",12:"6",13:"5",14:"5",15:"4"}
1011;16;6.625;3.875;1.968501969;[[8,0],[2,10],[7,14],[2,11],[0,11],[3,4],[3,7],[0,4],[13,14],[4,12],[4,6],[0,5],[9,13],[0,1],[15,7],[0,12],[3,5],[2,7],[3,1],[3,0],[8,6],[5,6],[7,13],[11,1],[5,7],[15,6],[15,5],[3,12],[2,1],[2,0],[3,11],[10,1],[10,4],[10,13],[2,14],[5,11],[5,1],[6,9],[2,9],[8,4],[2,6],[2,12],[10,0],[8,1],[6,1],[9,12],[8,14],[9,1],[4,5],[4,1],[6,7],[8,3],[0,9]];TRUE;500;0.001;31.25;[0, 1, 2, 7, 3, 8, 14, 13, 10, 4, 12, 9, 6, 15, 5, 11, 0];{0:"10",1:"10",2:"9",3:"8",4:"8",5:"8",6:"8",7:"7",8:"6",9:"6",10:"5",11:"5",12:"5",13:"4",14:"4",15:"3"}
1012;16;6.625;3.6875;1.920286437;[[10,7],[11,2],[6,3],[6,7],[5,14],[1,5],[8,3],[8,4],[8,12],[1,7],[0,3],[9,0],[13,3],[1,0],[4,0],[10,13],[6,13],[5,9],[6,1],[10,14],[2,0],[11,9],[8,6],[7,14],[5,3],[9,12],[15,0],[5,2],[3,7],[10,11],[1,9],[6,2],[5,0],[15,4],[10,2],[8,7],[12,3],[13,0],[5,12],[4,2],[2,3],[5,11],[1,13],[1,2],[0,14],[8,1],[4,9],[4,11],[3,14],[4,1],[12,2],[0,7],[4,6]];TRUE;1983;0.006;123.9375;[0, 3, 2, 1, 5, 11, 9, 12, 8, 7, 14, 10, 13, 6, 4, 15, 0];{0:"10",1:"9",2:"9",3:"9",4:"8",5:"8",6:"7",7:"7",8:"6",9:"6",10:"5",11:"5",12:"5",13:"5",14:"5",15:"2"}
1013;16;6.625;4.375;2.091650066;[[1,12],[3,4],[7,4],[2,3],[10,5],[8,0],[0,5],[8,10],[14,0],[6,2],[0,13],[2,13],[2,15],[1,9],[9,0],[9,4],[1,11],[11,0],[8,13],[8,5],[7,12],[11,12],[6,4],[3,14],[14,5],[8,4],[3,8],[1,14],[2,4],[11,9],[1,5],[1,2],[6,13],[6,0],[0,10],[3,11],[7,0],[15,9],[0,4],[12,0],[2,10],[12,5],[2,0],[1,10],[6,7],[15,4],[3,13],[1,7],[7,9],[6,5],[3,5],[6,10],[3,0]];TRUE;463;0.001;28.9375;[0, 5, 1, 2, 4, 15, 9, 11, 12, 7, 6, 10, 8, 13, 3, 14, 0];{0:"13",1:"8",2:"8",3:"8",4:"8",5:"8",6:"7",7:"6",8:"6",9:"6",10:"6",11:"5",12:"5",13:"5",14:"4",15:"3"}
1014;16;6.625;1.9375;1.391941091;[[10,0],[4,6],[7,9],[2,13],[3,0],[5,0],[1,0],[2,0],[1,10],[10,12],[3,14],[2,10],[11,12],[5,1],[3,13],[4,10],[3,4],[2,14],[0,15],[2,12],[7,5],[3,12],[3,5],[6,12],[4,1],[7,8],[4,2],[1,12],[11,15],[9,14],[5,8],[8,6],[6,0],[1,8],[1,9],[13,14],[2,11],[5,11],[9,0],[4,15],[6,15],[14,0],[8,0],[1,13],[7,3],[7,6],[5,13],[7,2],[10,6],[4,11],[8,9],[2,9],[1,11]];TRUE;62;0;3.875;[0, 1, 4, 2, 7, 5, 3, 13, 14, 9, 8, 6, 15, 11, 12, 10, 0];{0:"10",1:"9",2:"9",3:"7",4:"7",5:"7",6:"7",7:"6",8:"6",9:"6",10:"6",11:"6",12:"6",13:"5",14:"5",15:"4"}
1015;16;6.625;5.375;2.318404624;[[13,5],[12,2],[1,2],[12,10],[4,14],[6,1],[10,11],[10,0],[14,0],[5,0],[7,1],[6,9],[13,2],[2,14],[15,1],[4,8],[3,12],[6,8],[13,8],[4,0],[3,4],[1,0],[12,7],[4,9],[10,1],[11,0],[4,5],[6,7],[2,0],[3,0],[6,0],[7,2],[1,11],[5,10],[7,9],[8,2],[3,1],[8,1],[12,9],[4,15],[5,1],[2,11],[5,2],[3,9],[0,9],[3,6],[4,11],[3,8],[7,11],[8,0],[5,9],[3,7],[6,10]];TRUE;515486;1.611;32217.875;[0, 1, 15, 4, 9, 7, 12, 3, 6, 8, 13, 5, 10, 11, 2, 14, 0];{0:"11",1:"10",2:"9",3:"8",4:"8",5:"7",6:"7",7:"7",8:"7",9:"7",10:"6",11:"6",12:"5",13:"3",14:"3",15:"2"}
1016;16;6.625;2.9375;1.71391365;[[4,12],[9,12],[9,14],[4,1],[3,10],[11,2],[5,10],[5,13],[2,10],[1,10],[4,15],[3,13],[3,5],[8,1],[0,10],[0,15],[0,2],[1,0],[12,15],[1,6],[0,11],[10,14],[5,12],[6,0],[6,11],[7,0],[8,0],[3,0],[5,2],[4,5],[6,2],[9,15],[7,12],[13,6],[8,9],[8,14],[3,6],[3,2],[7,6],[4,2],[7,8],[5,1],[1,11],[0,14],[7,5],[3,4],[4,11],[7,4],[9,2],[3,1],[1,2],[9,6],[8,13]];TRUE;457;0.001;28.5625;[0, 2, 5, 4, 1, 8, 13, 3, 10, 14, 9, 15, 12, 7, 6, 11, 0];{0:"10",1:"9",2:"9",3:"8",4:"8",5:"8",6:"8",7:"6",8:"6",9:"6",10:"6",11:"5",12:"5",13:"4",14:"4",15:"4"}
1017;16;6.625;1.6875;1.299038106;[[9,2],[8,2],[3,5],[1,8],[0,14],[1,2],[10,2],[13,2],[4,13],[7,11],[3,13],[1,7],[4,6],[9,12],[0,7],[7,8],[3,11],[4,5],[2,14],[9,5],[1,10],[7,14],[5,7],[1,6],[9,11],[4,11],[1,15],[4,7],[10,12],[5,2],[10,14],[6,14],[5,6],[8,11],[10,6],[0,6],[12,13],[0,10],[0,8],[1,12],[9,13],[6,11],[3,12],[0,4],[15,8],[0,3],[1,5],[15,2],[0,1],[4,8],[3,9],[3,15],[0,2]];TRUE;86;0;5.375;[0, 1, 2, 9, 11, 4, 6, 5, 7, 8, 15, 3, 13, 12, 10, 14, 0];{0:"9",1:"9",2:"9",3:"7",4:"7",5:"7",6:"7",7:"7",8:"7",9:"6",10:"6",11:"6",12:"5",13:"5",14:"5",15:"4"}
1018;16;6.625;3.875;1.968501969;[[13,4],[9,4],[0,7],[6,12],[10,6],[5,2],[13,9],[10,12],[11,8],[2,8],[1,9],[5,3],[2,9],[5,6],[10,2],[5,11],[8,9],[3,7],[10,1],[0,9],[2,14],[3,15],[13,2],[5,4],[2,7],[1,8],[2,6],[1,12],[3,8],[0,2],[0,14],[1,7],[3,12],[1,4],[11,9],[0,8],[0,15],[10,11],[3,11],[0,6],[1,6],[0,12],[0,10],[11,7],[5,1],[12,4],[7,8],[14,4],[3,1],[3,4],[0,4],[6,15],[5,7]];TRUE;653;0.002;40.8125;[0, 2, 5, 1, 3, 15, 6, 12, 10, 11, 7, 8, 9, 13, 4, 14, 0];{0:"10",1:"9",2:"9",3:"8",4:"8",5:"7",6:"7",7:"7",8:"7",9:"7",10:"6",11:"6",12:"6",13:"3",14:"3",15:"3"}
1019;16;6.625;3.625;1.903943276;[[5,6],[5,1],[4,2],[2,13],[11,2],[12,15],[1,2],[1,6],[8,15],[4,1],[0,12],[7,12],[12,3],[11,3],[7,10],[4,0],[0,6],[14,9],[5,8],[1,9],[7,1],[4,3],[6,8],[0,8],[7,3],[11,8],[10,9],[12,9],[7,6],[4,6],[4,13],[7,5],[0,1],[4,8],[5,3],[0,2],[3,9],[1,3],[0,3],[2,8],[13,9],[14,5],[4,5],[0,13],[14,0],[7,13],[10,11],[5,2],[11,1],[2,6],[10,2],[14,3],[10,6]];TRUE;324;0.001;20.25;[0, 1, 5, 3, 4, 2, 6, 10, 11, 8, 15, 12, 7, 13, 9, 14, 0];{0:"9",1:"9",2:"9",3:"9",4:"8",5:"8",6:"8",7:"7",8:"7",9:"6",10:"5",11:"5",12:"5",13:"5",14:"4",15:"2"}
